externalcode;identificationstate;state
13486334;FULL;ACTIVE
13486419;;ACTIVE
13486426;FULL;ACTIVE
13486433;;ACTIVE
13486570;FULL;ACTIVE
13486594;FULL;ACTIVE
13486730;;ACTIVE
13486747;NOTIDENTIFIED;ACTIVE
13486808;;ACTIVE
13486945;FULL;ACTIVE
13486969;FULL;ACTIVE
13487294;FULL;ACTIVE
13487737;;ACTIVE
13487980;;ACTIVE
13488079;;ACTIVE
13488116;FULL;ACTIVE
13488314;;ACTIVE
13488406;;ACTIVE
13488512;;ACTIVE
13488611;FULL;ACTIVE
13488628;FULL;ACTIVE
13488666;FULL;ACTIVE
13488673;FULL;ACTIVE
13488802;NOTIDENTIFIED;ACTIVE
13488994;;ACTIVE
13489076;FULL;ACTIVE
13489106;FULL;ACTIVE
13489113;FULL;ACTIVE
13489137;FULL;ACTIVE
13489205;FULL;ACTIVE
13489212;FULL;ACTIVE
13489328;FULL;ACTIVE
13489373;NOTIDENTIFIED;ACTIVE
13489434;NOTIDENTIFIED;ACTIVE
13489458;;ACTIVE
13489489;NOTIDENTIFIED;ACTIVE
13489496;;ACTIVE
13489502;;ACTIVE
13489632;;ACTIVE
13489670;NOTIDENTIFIED;ACTIVE
13489786;;ACTIVE
13489816;FULL;ACTIVE
13489830;FULL;ACTIVE
13489854;;ACTIVE
13489878;FULL;ACTIVE
13489892;;ACTIVE
13489915;FULL;ACTIVE
13489922;FULL;ACTIVE
13489939;;ACTIVE
13489946;FULL;ACTIVE
13489953;;ACTIVE
13490003;;ACTIVE
13490034;FULL;ACTIVE
13490096;FULL;ACTIVE
13490126;FULL;ACTIVE
13490218;NOTIDENTIFIED;ACTIVE
13490225;FULL;ACTIVE
13490232;;ACTIVE
13490256;FULL;ACTIVE
13490263;LIMITED;ACTIVE
13490287;FULL;ACTIVE
13490317;FULL;ACTIVE
13490324;FULL;ACTIVE
13490331;FULL;ACTIVE
13490348;;ACTIVE
13490362;FULL;ACTIVE
13490409;NOTIDENTIFIED;REMOVED
13490454;;ACTIVE
13490461;FULL;ACTIVE
13490478;FULL;ACTIVE
13490508;FULL;ACTIVE
13490539;FULL;ACTIVE
13490591;FULL;ACTIVE
13490720;FULL;ACTIVE
13490751;;ACTIVE
13490829;;ACTIVE
13490898;;ACTIVE
13490904;;ACTIVE
13490928;FULL;ACTIVE
13490935;FULL;ACTIVE
13490942;FULL;ACTIVE
13491031;;ACTIVE
13491048;;ACTIVE
13491147;FULL;ACTIVE
13491222;FULL;ACTIVE
13491321;FULL;ACTIVE
13491338;FULL;ACTIVE
13491345;;ACTIVE
13491390;;ACTIVE
13491505;;ACTIVE
13491543;FULL;ACTIVE
13491567;;ACTIVE
13491574;FULL;ACTIVE
13491628;FULL;ACTIVE
13491703;FULL;ACTIVE
13491772;FULL;ACTIVE
13491789;FULL;ACTIVE
13491857;FULL;ACTIVE
13491864;FULL;ACTIVE
13491901;FULL;ACTIVE
13491932;FULL;ACTIVE
13491970;FULL;ACTIVE
13492007;;ACTIVE
13492021;FULL;REMOVED
13492052;FULL;ACTIVE
13492076;;ACTIVE
13492090;;ACTIVE
13492106;FULL;ACTIVE
13492144;FULL;ACTIVE
13492182;FULL;ACTIVE
13492205;FULL;ACTIVE
13492236;FULL;ACTIVE
13492267;FULL;ACTIVE
13492311;FULL;ACTIVE
13492373;FULL;ACTIVE
13492380;NOTIDENTIFIED;ACTIVE
13492397;FULL;ACTIVE
13492526;FULL;ACTIVE
13492601;FULL;ACTIVE
13492632;;ACTIVE
13492656;;ACTIVE
13492670;;ACTIVE
13492717;;ACTIVE
13492724;FULL;ACTIVE
13492779;;ACTIVE
13492793;;ACTIVE
13492908;FULL;ACTIVE
13492939;FULL;ACTIVE
13492953;FULL;ACTIVE
13492991;FULL;ACTIVE
13493028;FULL;ACTIVE
13493035;FULL;ACTIVE
13493080;FULL;ACTIVE
13493110;FULL;ACTIVE
13493141;;ACTIVE
13493165;FULL;ACTIVE
13493172;;ACTIVE
13493196;;ACTIVE
13493257;FULL;ACTIVE
13493264;FULL;ACTIVE
13493325;FULL;ACTIVE
13493431;FULL;ACTIVE
13493455;FULL;ACTIVE
13493509;FULL;ACTIVE
13493523;FULL;ACTIVE
13493547;;ACTIVE
13493684;LIMITED;ACTIVE
13493820;FULL;ACTIVE
13493837;FULL;ACTIVE
13493851;FULL;ACTIVE
13493899;FULL;ACTIVE
13493929;NOTIDENTIFIED;ACTIVE
13493950;FULL;ACTIVE
13493981;FULL;ACTIVE
13494001;FULL;ACTIVE
13494018;FULL;ACTIVE
13494070;FULL;ACTIVE
13494117;FULL;ACTIVE
13494155;FULL;ACTIVE
13494193;;ACTIVE
13494285;FULL;ACTIVE
13494292;;ACTIVE
13494308;FULL;ACTIVE
13494322;FULL;ACTIVE
13494346;FULL;ACTIVE
13494414;;ACTIVE
13494438;FULL;ACTIVE
13494469;;ACTIVE
13494650;FULL;ACTIVE
13494704;FULL;ACTIVE
13494735;;ACTIVE
13494940;;ACTIVE
13495008;FULL;ACTIVE
13495015;FULL;ACTIVE
13495039;;ACTIVE
13495084;FULL;ACTIVE
13495299;;ACTIVE
13495336;FULL;ACTIVE
13495466;FULL;ACTIVE
13495480;FULL;ACTIVE
13495619;FULL;ACTIVE
13495626;;ACTIVE
13495671;;ACTIVE
13495770;FULL;ACTIVE
13495831;FULL;ACTIVE
13495954;;ACTIVE
13496029;FULL;ACTIVE
13496043;FULL;ACTIVE
13496050;;ACTIVE
13496111;;ACTIVE
13496142;;ACTIVE
13496180;FULL;ACTIVE
13496210;FULL;ACTIVE
13496234;FULL;ACTIVE
13496265;FULL;ACTIVE
13496296;FULL;ACTIVE
13496364;FULL;ACTIVE
13496371;NOTIDENTIFIED;ACTIVE
13496449;NOTIDENTIFIED;ACTIVE
13496456;FULL;ACTIVE
13496531;;ACTIVE
13496555;;ACTIVE
13496562;;ACTIVE
13496593;;ACTIVE
13496609;;ACTIVE
13496623;FULL;ACTIVE
13496685;FULL;ACTIVE
13496708;FULL;ACTIVE
13496845;;ACTIVE
13496876;FULL;ACTIVE
13496890;FULL;ACTIVE
13496937;FULL;ACTIVE
13496951;;ACTIVE
13496975;;ACTIVE
13496982;;ACTIVE
13497026;FULL;ACTIVE
13497040;FULL;ACTIVE
13497088;NOTIDENTIFIED;ACTIVE
13497156;FULL;ACTIVE
13497323;;ACTIVE
13497330;FULL;ACTIVE
13497385;;ACTIVE
13497439;FULL;ACTIVE
13497491;FULL;ACTIVE
13497538;FULL;ACTIVE
13497590;FULL;ACTIVE
13497606;;ACTIVE
13497620;FULL;ACTIVE
13497668;FULL;ACTIVE
13497859;;ACTIVE
13497866;;ACTIVE
13497873;;ACTIVE
13497989;FULL;ACTIVE
13498009;FULL;ACTIVE
13498030;FULL;ACTIVE
13498054;FULL;ACTIVE
13498078;;ACTIVE
13498085;FULL;ACTIVE
13498092;FULL;ACTIVE
13498122;;ACTIVE
13498139;FULL;ACTIVE
13498207;;ACTIVE
13498214;FULL;ACTIVE
13498245;FULL;ACTIVE
13498276;;ACTIVE
13498351;;ACTIVE
13498368;FULL;ACTIVE
13498399;FULL;ACTIVE
13498429;FULL;ACTIVE
13498436;FULL;ACTIVE
13498481;FULL;ACTIVE
13498580;FULL;ACTIVE
13498597;;ACTIVE
13498603;FULL;ACTIVE
13498634;FULL;ACTIVE
13498689;;ACTIVE
13498740;FULL;ACTIVE
13498795;FULL;ACTIVE
13498894;FULL;ACTIVE
13498917;FULL;ACTIVE
13499006;FULL;ACTIVE
13499082;;ACTIVE
13499105;FULL;ACTIVE
13499204;FULL;ACTIVE
13499280;;ACTIVE
13499389;FULL;ACTIVE
13499419;;ACTIVE
13499433;FULL;ACTIVE
13499440;FULL;ACTIVE
13499501;FULL;ACTIVE
13499525;FULL;ACTIVE
13499723;;ACTIVE
13499785;FULL;ACTIVE
13499860;;ACTIVE
13500016;;ACTIVE
13500085;FULL;ACTIVE
13500092;FULL;ACTIVE
13500139;;ACTIVE
13500146;FULL;ACTIVE
13500214;FULL;ACTIVE
13500283;FULL;ACTIVE
13500320;FULL;ACTIVE
13500344;FULL;ACTIVE
13500351;FULL;ACTIVE
13500405;FULL;ACTIVE
13500436;FULL;ACTIVE
13500665;FULL;ACTIVE
13500672;FULL;ACTIVE
13500764;FULL;ACTIVE
13500832;;ACTIVE
13500900;;ACTIVE
13500917;;ACTIVE
13501051;FULL;ACTIVE
13501181;;ACTIVE
13501211;;ACTIVE
13501228;FULL;ACTIVE
13501303;FULL;ACTIVE
13501310;FULL;ACTIVE
13501327;FULL;ACTIVE
13501341;FULL;ACTIVE
13501365;FULL;ACTIVE
13501372;;ACTIVE
13501389;NOTIDENTIFIED;ACTIVE
13501402;;ACTIVE
13501457;;ACTIVE
13501501;FULL;ACTIVE
13501525;;ACTIVE
13501594;NOTIDENTIFIED;ACTIVE
13501709;;ACTIVE
13501723;FULL;ACTIVE
13501785;FULL;ACTIVE
13501846;;ACTIVE
13501921;FULL;ACTIVE
13502034;;ACTIVE
13502102;LIMITED;ACTIVE
13502287;FULL;ACTIVE
13502317;FULL;ACTIVE
13502393;;ACTIVE
13502461;;ACTIVE
13502522;FULL;ACTIVE
13502621;NOTIDENTIFIED;ACTIVE
13502782;NOTIDENTIFIED;ACTIVE
13502850;;ACTIVE
13502904;;ACTIVE
13502935;FULL;ACTIVE
13503093;;ACTIVE
13503185;;ACTIVE
13503260;FULL;ACTIVE
13503390;FULL;ACTIVE
13503741;;ACTIVE
13503772;FULL;ACTIVE
13503789;FULL;ACTIVE
13503857;NOTIDENTIFIED;ACTIVE
13503888;;ACTIVE
13503994;FULL;ACTIVE
13504038;FULL;ACTIVE
13504052;FULL;ACTIVE
13504229;FULL;ACTIVE
13504359;FULL;ACTIVE
13504427;FULL;ACTIVE
13504434;FULL;ACTIVE
13504465;;ACTIVE
13504496;FULL;ACTIVE
13504502;;ACTIVE
13504564;;ACTIVE
13504571;FULL;ACTIVE
13504632;;ACTIVE
13504762;FULL;ACTIVE
13504816;FULL;ACTIVE
13504885;;ACTIVE
13504953;;ACTIVE
13504960;FULL;ACTIVE
13505103;FULL;ACTIVE
13505158;;ACTIVE
13505196;FULL;ACTIVE
13505264;FULL;ACTIVE
13505271;NOTIDENTIFIED;ACTIVE
13505400;;ACTIVE
13505592;FULL;ACTIVE
13505646;FULL;ACTIVE
13505813;FULL;ACTIVE
13506001;FULL;ACTIVE
13506032;;ACTIVE
13506179;FULL;ACTIVE
13506209;FULL;ACTIVE
13506261;NOTIDENTIFIED;ACTIVE
13506414;NOTIDENTIFIED;ACTIVE
13506483;FULL;ACTIVE
13506506;FULL;ACTIVE
13506513;FULL;ACTIVE
13506520;FULL;ACTIVE
13506537;NOTIDENTIFIED;ACTIVE
13506544;;ACTIVE
13506575;FULL;ACTIVE
13506674;;ACTIVE
13506698;FULL;ACTIVE
13506834;;ACTIVE
13506841;;ACTIVE
13506889;FULL;ACTIVE
13506919;FULL;ACTIVE
13506933;FULL;ACTIVE
13506957;FULL;ACTIVE
13506971;FULL;ACTIVE
13507077;;ACTIVE
13507084;FULL;ACTIVE
13507114;FULL;ACTIVE
13507145;FULL;ACTIVE
13507183;FULL;ACTIVE
13507190;;ACTIVE
13507237;NOTIDENTIFIED;ACTIVE
13507244;FULL;ACTIVE
13507251;NOTIDENTIFIED;ACTIVE
13507275;NOTIDENTIFIED;ACTIVE
13507299;FULL;ACTIVE
13507305;FULL;ACTIVE
13507336;FULL;ACTIVE
13507343;;ACTIVE
13507367;FULL;ACTIVE
13507398;FULL;ACTIVE
13507480;FULL;ACTIVE
13507497;FULL;ACTIVE
13507626;FULL;ACTIVE
13507695;;ACTIVE
13507763;FULL;ACTIVE
13507787;;ACTIVE
13507848;FULL;ACTIVE
13507862;FULL;ACTIVE
13507879;;ACTIVE
13507909;FULL;ACTIVE
13507916;FULL;ACTIVE
13507947;FULL;ACTIVE
13507961;NOTIDENTIFIED;ACTIVE
13508142;FULL;ACTIVE
13508166;FULL;ACTIVE
13508197;FULL;ACTIVE
13508210;FULL;ACTIVE
13508296;FULL;ACTIVE
13508319;FULL;ACTIVE
13508326;;ACTIVE
13508333;FULL;ACTIVE
13508357;FULL;ACTIVE
13508456;;ACTIVE
13508586;FULL;ACTIVE
13508654;FULL;ACTIVE
13508661;FULL;ACTIVE
13508685;FULL;ACTIVE
13508708;FULL;ACTIVE
13508753;FULL;ACTIVE
13508784;FULL;ACTIVE
13508807;FULL;ACTIVE
13508814;FULL;ACTIVE
13508821;;ACTIVE
13508838;;ACTIVE
13508890;;ACTIVE
13508906;;ACTIVE
13508920;FULL;ACTIVE
13508944;;ACTIVE
13508999;;ACTIVE
13509019;;ACTIVE
13509057;FULL;ACTIVE
13509125;FULL;ACTIVE
13509132;FULL;ACTIVE
13509224;FULL;ACTIVE
13509255;FULL;ACTIVE
13509262;FULL;ACTIVE
13509286;;ACTIVE
13509293;NOTIDENTIFIED;ACTIVE
13509323;FULL;ACTIVE
13509361;FULL;ACTIVE
13509378;FULL;ACTIVE
13509422;FULL;ACTIVE
13509453;;ACTIVE
13509484;FULL;ACTIVE
13509514;FULL;ACTIVE
13509606;NOTIDENTIFIED;ACTIVE
13509644;NOTIDENTIFIED;ACTIVE
13509712;FULL;ACTIVE
13509767;FULL;ACTIVE
13509781;FULL;ACTIVE
13509804;NOTIDENTIFIED;ACTIVE
13509811;FULL;ACTIVE
13509828;;ACTIVE
13509934;FULL;ACTIVE
13509958;FULL;ACTIVE
13509965;;ACTIVE
13509996;FULL;ACTIVE
13510015;;ACTIVE
13510039;NOTIDENTIFIED;ACTIVE
13510084;FULL;ACTIVE
13510121;FULL;ACTIVE
13510206;FULL;ACTIVE
13510299;;ACTIVE
13510312;;ACTIVE
13510329;FULL;ACTIVE
13510350;FULL;ACTIVE
13510398;FULL;ACTIVE
13510411;FULL;ACTIVE
13510428;FULL;ACTIVE
13510459;FULL;ACTIVE
13510558;FULL;ACTIVE
13510565;FULL;ACTIVE
13510572;;ACTIVE
13510596;FULL;ACTIVE
13510633;FULL;ACTIVE
13510640;FULL;ACTIVE
13510657;FULL;ACTIVE
13510664;FULL;ACTIVE
13510725;;ACTIVE
13510732;;ACTIVE
13510824;FULL;ACTIVE
13510923;FULL;ACTIVE
13510947;FULL;ACTIVE
13510954;FULL;ACTIVE
13510978;FULL;ACTIVE
13511050;FULL;ACTIVE
13511081;FULL;ACTIVE
13511128;FULL;ACTIVE
13511135;FULL;ACTIVE
13511166;FULL;ACTIVE
13511203;FULL;ACTIVE
13511241;FULL;ACTIVE
13511272;FULL;ACTIVE
13511340;FULL;ACTIVE
13511388;FULL;ACTIVE
13511418;;ACTIVE
13511425;FULL;ACTIVE
13511449;NOTIDENTIFIED;ACTIVE
13511456;FULL;ACTIVE
13511463;FULL;ACTIVE
13511555;FULL;ACTIVE
13511623;FULL;ACTIVE
13511630;FULL;ACTIVE
13511685;FULL;ACTIVE
13511715;FULL;ACTIVE
13511760;FULL;ACTIVE
13511784;FULL;ACTIVE
13511838;FULL;ACTIVE
13511852;FULL;ACTIVE
13511906;;ACTIVE
13511913;FULL;ACTIVE
13511920;;ACTIVE
13511944;FULL;ACTIVE
13511951;FULL;ACTIVE
13511975;FULL;ACTIVE
13512040;;ACTIVE
13512057;FULL;ACTIVE
13512064;;ACTIVE
13512071;FULL;ACTIVE
13512088;;ACTIVE
13512095;FULL;ACTIVE
13512149;;ACTIVE
13512293;NOTIDENTIFIED;ACTIVE
13512361;FULL;ACTIVE
13512408;FULL;ACTIVE
13512422;FULL;ACTIVE
13512514;FULL;ACTIVE
13512569;FULL;ACTIVE
13512613;FULL;ACTIVE
13512644;FULL;ACTIVE
13512675;FULL;ACTIVE
13512699;;ACTIVE
13512705;FULL;ACTIVE
13512798;;ACTIVE
13512804;FULL;ACTIVE
13512811;FULL;ACTIVE
13512880;FULL;ACTIVE
13512903;FULL;ACTIVE
13512910;FULL;ACTIVE
13512927;LIMITED;ACTIVE
13512941;;ACTIVE
13512958;FULL;ACTIVE
13512965;FULL;ACTIVE
13512989;NOTIDENTIFIED;ACTIVE
13512996;FULL;ACTIVE
13513146;FULL;ACTIVE
13513153;FULL;ACTIVE
13513184;FULL;ACTIVE
13513245;;ACTIVE
13513276;NOTIDENTIFIED;ACTIVE
13513313;FULL;ACTIVE
13513337;FULL;ACTIVE
13513351;FULL;ACTIVE
13513382;FULL;ACTIVE
13513429;NOTIDENTIFIED;ACTIVE
13513481;FULL;ACTIVE
13513498;FULL;ACTIVE
13513504;FULL;ACTIVE
13513528;;ACTIVE
13513580;FULL;ACTIVE
13513610;FULL;ACTIVE
13513641;FULL;ACTIVE
13513696;FULL;ACTIVE
13513719;;ACTIVE
13513726;;ACTIVE
13513764;FULL;ACTIVE
13513771;;ACTIVE
13513788;;ACTIVE
13513795;NOTIDENTIFIED;ACTIVE
13513801;FULL;ACTIVE
13513832;FULL;ACTIVE
13513870;FULL;ACTIVE
13513924;;ACTIVE
13514075;FULL;ACTIVE
13514082;FULL;ACTIVE
13514099;FULL;ACTIVE
13514105;FULL;ACTIVE
13514112;;ACTIVE
13514143;FULL;ACTIVE
13514198;FULL;ACTIVE
13514235;FULL;ACTIVE
13514242;FULL;ACTIVE
13514280;FULL;ACTIVE
13514327;FULL;ACTIVE
13514419;FULL;ACTIVE
13514440;FULL;ACTIVE
13514457;FULL;ACTIVE
13514488;FULL;ACTIVE
13514495;FULL;ACTIVE
13514501;FULL;ACTIVE
13514549;FULL;ACTIVE
13514563;FULL;ACTIVE
13514617;FULL;ACTIVE
13514624;;ACTIVE
13514648;;ACTIVE
13514686;FULL;ACTIVE
13514723;;ACTIVE
13514747;FULL;ACTIVE
13514754;FULL;ACTIVE
13514761;FULL;ACTIVE
13514778;;ACTIVE
13514785;FULL;ACTIVE
13514822;;ACTIVE
13514839;FULL;ACTIVE
13514877;FULL;ACTIVE
13514990;;ACTIVE
13515065;;ACTIVE
13515072;FULL;ACTIVE
13515195;FULL;ACTIVE
13515232;FULL;ACTIVE
13515256;;ACTIVE
13515270;FULL;ACTIVE
13515300;;ACTIVE
13515362;;ACTIVE
13515379;FULL;ACTIVE
13515430;;ACTIVE
13515447;FULL;ACTIVE
13515478;;ACTIVE
13515485;;ACTIVE
13515515;FULL;ACTIVE
13515522;FULL;ACTIVE
13515546;FULL;ACTIVE
13515584;FULL;ACTIVE
13515669;FULL;ACTIVE
13515744;;ACTIVE
13515751;;ACTIVE
13515775;;ACTIVE
13515836;FULL;ACTIVE
13515843;FULL;ACTIVE
13515850;;ACTIVE
13515928;FULL;ACTIVE
13515942;FULL;ACTIVE
13515966;FULL;ACTIVE
13515980;FULL;ACTIVE
13516031;;ACTIVE
13516086;FULL;ACTIVE
13516093;FULL;ACTIVE
13516154;;ACTIVE
13516178;FULL;ACTIVE
13516185;FULL;ACTIVE
13516208;FULL;ACTIVE
13516284;FULL;ACTIVE
13516314;;ACTIVE
13516352;FULL;ACTIVE
13516369;FULL;ACTIVE
13516390;FULL;ACTIVE
13516413;FULL;ACTIVE
13516451;FULL;ACTIVE
13516499;FULL;ACTIVE
13516536;FULL;ACTIVE
13516550;FULL;ACTIVE
13516567;FULL;ACTIVE
13516598;FULL;ACTIVE
13516604;;ACTIVE
13516628;;ACTIVE
13516635;;ACTIVE
13516642;NOTIDENTIFIED;ACTIVE
13516673;FULL;ACTIVE
13516710;;ACTIVE
13516727;FULL;ACTIVE
13516802;;ACTIVE
13516857;FULL;ACTIVE
13516918;;ACTIVE
13516970;FULL;ACTIVE
13517021;;ACTIVE
13517083;FULL;ACTIVE
13517113;FULL;ACTIVE
13517205;FULL;ACTIVE
13517229;FULL;ACTIVE
13517243;FULL;ACTIVE
13517250;FULL;ACTIVE
13517274;FULL;ACTIVE
13517335;FULL;ACTIVE
13517366;FULL;ACTIVE
13517434;FULL;ACTIVE
13517465;FULL;ACTIVE
13517496;FULL;ACTIVE
13517564;FULL;ACTIVE
13517571;;ACTIVE
13517595;FULL;ACTIVE
13517625;FULL;ACTIVE
13517649;FULL;ACTIVE
13517731;;ACTIVE
13517755;;ACTIVE
13517762;FULL;ACTIVE
13517779;FULL;ACTIVE
13517991;FULL;ACTIVE
13518004;;ACTIVE
13518042;;ACTIVE
13518059;;ACTIVE
13518165;FULL;ACTIVE
13518172;FULL;ACTIVE
13518189;FULL;ACTIVE
13518196;FULL;ACTIVE
13518240;FULL;ACTIVE
13518264;FULL;ACTIVE
13518301;;ACTIVE
13518325;;ACTIVE
13518356;;ACTIVE
13518424;;ACTIVE
13518448;FULL;ACTIVE
13518479;FULL;ACTIVE
13518486;FULL;ACTIVE
13518509;;ACTIVE
13518516;FULL;ACTIVE
13518530;;ACTIVE
13518561;;ACTIVE
13518585;;ACTIVE
13518592;FULL;ACTIVE
13518660;;ACTIVE
13518677;FULL;ACTIVE
13518868;FULL;ACTIVE
13518875;FULL;ACTIVE
13518882;;ACTIVE
13518974;;ACTIVE
13518981;FULL;ACTIVE
13519001;;ACTIVE
13519018;FULL;ACTIVE
13519049;FULL;ACTIVE
13519063;FULL;ACTIVE
13519117;;ACTIVE
13519315;;ACTIVE
13519346;;ACTIVE
13519353;;ACTIVE
13519384;FULL;ACTIVE
13519407;FULL;ACTIVE
13519421;FULL;ACTIVE
13519476;FULL;ACTIVE
13519506;NOTIDENTIFIED;ACTIVE
13519575;FULL;ACTIVE
13519674;FULL;ACTIVE
13519711;;ACTIVE
13519773;;ACTIVE
13519841;NOTIDENTIFIED;ACTIVE
13519902;;ACTIVE
13520038;FULL;ACTIVE
13520052;;ACTIVE
13520069;;ACTIVE
13520076;;ACTIVE
13520137;;ACTIVE
13520151;;ACTIVE
13520175;;ACTIVE
13520328;NOTIDENTIFIED;ACTIVE
13520342;;ACTIVE
13520465;;ACTIVE
13520540;NOTIDENTIFIED;ACTIVE
13520557;FULL;ACTIVE
13520656;FULL;ACTIVE
13520663;FULL;ACTIVE
13520717;LIMITED;ACTIVE
13520748;FULL;ACTIVE
13520908;;ACTIVE
13520922;FULL;ACTIVE
13520977;FULL;ACTIVE
13520991;FULL;ACTIVE
13521028;FULL;ACTIVE
13521035;FULL;ACTIVE
13521042;FULL;ACTIVE
13521103;;ACTIVE
13521134;FULL;ACTIVE
13521158;FULL;ACTIVE
13521165;;ACTIVE
13521196;FULL;ACTIVE
13521257;NOTIDENTIFIED;ACTIVE
13521288;;ACTIVE
13521295;;ACTIVE
13521318;;ACTIVE
13521356;FULL;ACTIVE
13521516;;ACTIVE
13521547;;ACTIVE
13521677;FULL;ACTIVE
13521714;FULL;ACTIVE
13521790;FULL;ACTIVE
13521820;FULL;ACTIVE
13521936;;ACTIVE
13521943;FULL;ACTIVE
13521950;NOTIDENTIFIED;ACTIVE
13521967;;ACTIVE
13521974;;ACTIVE
13522025;;ACTIVE
13522087;FULL;ACTIVE
13522131;FULL;ACTIVE
13522179;FULL;ACTIVE
13522230;FULL;ACTIVE
13522278;FULL;ACTIVE
13522285;FULL;ACTIVE
13522292;FULL;ACTIVE
13522377;FULL;ACTIVE
13522384;FULL;ACTIVE
13522537;NOTIDENTIFIED;ACTIVE
13522551;;ACTIVE
13522575;FULL;ACTIVE
13522582;FULL;ACTIVE
13522605;FULL;ACTIVE
13522636;;ACTIVE
13522650;;ACTIVE
13522773;FULL;ACTIVE
13522780;FULL;ACTIVE
13522834;;ACTIVE
13522896;;ACTIVE
13523008;FULL;ACTIVE
13523015;FULL;ACTIVE
13523176;FULL;ACTIVE
13523237;;ACTIVE
13523275;FULL;ACTIVE
13523367;;ACTIVE
13523381;;ACTIVE
13523480;;ACTIVE
13523497;FULL;ACTIVE
13523602;FULL;ACTIVE
13523718;FULL;ACTIVE
13523800;FULL;ACTIVE
13523947;;ACTIVE
13524005;NOTIDENTIFIED;ACTIVE
13524043;FULL;ACTIVE
13524142;FULL;ACTIVE
13524265;LIMITED;ACTIVE
13524333;NOTIDENTIFIED;ACTIVE
13524357;NOTIDENTIFIED;ACTIVE
13524388;FULL;ACTIVE
13524418;;ACTIVE
13524432;;ACTIVE
13524463;;ACTIVE
13524470;FULL;ACTIVE
13524494;;ACTIVE
13524548;FULL;ACTIVE
13524562;;ACTIVE
13524722;FULL;ACTIVE
13524753;;ACTIVE
13524814;NOTIDENTIFIED;ACTIVE
13524845;;ACTIVE
13524869;NOTIDENTIFIED;ACTIVE
13524937;FULL;ACTIVE
13524975;FULL;ACTIVE
13525026;FULL;ACTIVE
13525071;;ACTIVE
13525224;FULL;ACTIVE
13525415;FULL;ACTIVE
13525590;FULL;ACTIVE
13525828;;ACTIVE
13526009;;ACTIVE
13526016;FULL;ACTIVE
13526030;;ACTIVE
13526054;;ACTIVE
13526108;;ACTIVE
13526207;FULL;ACTIVE
13526252;FULL;ACTIVE
13526269;;ACTIVE
13526320;LIMITED;ACTIVE
13526337;FULL;ACTIVE
13526351;;ACTIVE
13526405;NOTIDENTIFIED;ACTIVE
13526412;FULL;ACTIVE
13526511;FULL;ACTIVE
13526566;;ACTIVE
13526580;;ACTIVE
13526740;FULL;ACTIVE
13526801;FULL;ACTIVE
13526849;FULL;ACTIVE
13526900;FULL;ACTIVE
13527044;FULL;ACTIVE
13527075;FULL;ACTIVE
13527181;FULL;ACTIVE
13527228;;ACTIVE
13527235;FULL;ACTIVE
13527273;;ACTIVE
13527464;FULL;ACTIVE
13527556;;ACTIVE
13527570;FULL;ACTIVE
13527648;FULL;ACTIVE
13527662;;ACTIVE
13527686;FULL;ACTIVE
13527839;FULL;ACTIVE
13527860;FULL;ACTIVE
13527877;FULL;ACTIVE
13527952;;ACTIVE
13527969;FULL;ACTIVE
13527990;FULL;ACTIVE
13528096;FULL;ACTIVE
13528119;FULL;ACTIVE
13528126;NOTIDENTIFIED;ACTIVE
13528140;FULL;ACTIVE
13528157;;ACTIVE
13528270;FULL;ACTIVE
13528294;FULL;ACTIVE
13528416;FULL;ACTIVE
13528423;FULL;ACTIVE
13528430;FULL;ACTIVE
13528461;;ACTIVE
13528539;FULL;ACTIVE
13528553;FULL;ACTIVE
13528638;;ACTIVE
13528720;;ACTIVE
13528799;FULL;ACTIVE
13528805;NOTIDENTIFIED;ACTIVE
13528850;;ACTIVE
13528911;FULL;ACTIVE
13528973;;ACTIVE
13528980;;ACTIVE
13529123;FULL;ACTIVE
13529161;;ACTIVE
13529222;FULL;ACTIVE
13529246;FULL;ACTIVE
13529253;LIMITED;ACTIVE
13529307;FULL;ACTIVE
13529314;;ACTIVE
13529338;FULL;ACTIVE
13529352;FULL;ACTIVE
13529406;FULL;ACTIVE
13529413;FULL;ACTIVE
13529482;;ACTIVE
13529550;FULL;ACTIVE
13529581;FULL;ACTIVE
13529604;FULL;ACTIVE
13529635;FULL;ACTIVE
13529642;FULL;ACTIVE
13529680;FULL;ACTIVE
13529727;FULL;ACTIVE
13529734;FULL;ACTIVE
13529741;FULL;ACTIVE
13529840;FULL;ACTIVE
13529888;FULL;ACTIVE
13529925;FULL;ACTIVE
13530006;FULL;ACTIVE
13530020;FULL;ACTIVE
13530044;;ACTIVE
13530181;FULL;ACTIVE
13530204;NOTIDENTIFIED;ACTIVE
13530310;FULL;ACTIVE
13530396;FULL;ACTIVE
13530419;FULL;ACTIVE
13530464;FULL;ACTIVE
13530549;FULL;ACTIVE
13530587;;ACTIVE
13530594;FULL;ACTIVE
13530648;FULL;ACTIVE
13530655;FULL;ACTIVE
13530686;;ACTIVE
13530709;FULL;ACTIVE
13530723;;ACTIVE
13530747;FULL;ACTIVE
13530754;FULL;ACTIVE
13530792;FULL;ACTIVE
13530822;FULL;ACTIVE
13530839;FULL;ACTIVE
13530914;;ACTIVE
13530969;;ACTIVE
13531003;FULL;ACTIVE
13531157;NOTIDENTIFIED;ACTIVE
13531164;;ACTIVE
