externalcode;identificationstate;state
11902904;;ACTIVE
11903499;NOTIDENTIFIED;ACTIVE
11903512;FULL;ACTIVE
11903536;;ACTIVE
11903710;;ACTIVE
11903925;NOTIDENTIFIED;ACTIVE
11904120;FULL;ACTIVE
11904472;FULL;ACTIVE
11904892;;ACTIVE
11906346;FULL;ACTIVE
11906766;;ACTIVE
11906872;FULL;ACTIVE
11907275;;ACTIVE
11907305;FULL;ACTIVE
11907466;;ACTIVE
11907657;FULL;ACTIVE
11907770;FULL;ACTIVE
11907992;;ACTIVE
11908821;FULL;ACTIVE
11908869;FULL;ACTIVE
11908937;NOTIDENTIFIED;ACTIVE
11909682;FULL;ACTIVE
11909798;;ACTIVE
11910114;NOTIDENTIFIED;ACTIVE
11910633;NOTIDENTIFIED;ACTIVE
11910749;;ACTIVE
11911180;;ACTIVE
11911388;FULL;ACTIVE
11911401;;ACTIVE
11911425;;ACTIVE
11911906;;ACTIVE
11912477;;ACTIVE
11912590;;ACTIVE
11912774;;ACTIVE
11912897;FULL;ACTIVE
11912989;;ACTIVE
11913238;;ACTIVE
11913429;NOTIDENTIFIED;ACTIVE
11913696;;ACTIVE
11914075;FULL;ACTIVE
11914129;FULL;ACTIVE
11914150;;ACTIVE
11914662;FULL;ACTIVE
11914693;;ACTIVE
11914716;;ACTIVE
11914914;NOTIDENTIFIED;ACTIVE
11915324;;ACTIVE
11915416;;ACTIVE
11915744;FULL;ACTIVE
11916062;FULL;ACTIVE
11916277;FULL;ACTIVE
11916802;;ACTIVE
11916970;FULL;ACTIVE
11917557;FULL;ACTIVE
11917915;NOTIDENTIFIED;ACTIVE
11918004;;ACTIVE
11918554;;ACTIVE
11918561;NOTIDENTIFIED;ACTIVE
11918714;FULL;ACTIVE
11918837;FULL;ACTIVE
11919032;NOTIDENTIFIED;ACTIVE
11919223;FULL;ACTIVE
11920038;NOTIDENTIFIED;ACTIVE
11920656;;ACTIVE
11922087;FULL;ACTIVE
11922162;;ACTIVE
11922193;LIMITED;ACTIVE
11922346;;ACTIVE
11922483;;ACTIVE
11922919;;ACTIVE
11922971;;ACTIVE
11923381;FULL;ACTIVE
11923671;FULL;ACTIVE
11923725;FULL;ACTIVE
11923763;;ACTIVE
11923800;FULL;ACTIVE
11923848;;ACTIVE
11923954;FULL;ACTIVE
11923985;;ACTIVE
11924067;FULL;ACTIVE
11924340;NOTIDENTIFIED;ACTIVE
11924586;NOTIDENTIFIED;ACTIVE
11924616;;ACTIVE
11925088;FULL;ACTIVE
11925118;;ACTIVE
11925309;FULL;ACTIVE
11925323;FULL;ACTIVE
11925712;;ACTIVE
11925835;FULL;ACTIVE
11925972;FULL;ACTIVE
11926214;FULL;ACTIVE
11926580;;ACTIVE
11926719;;ACTIVE
11926795;FULL;ACTIVE
11926832;;ACTIVE
11927013;;ACTIVE
11927235;;ACTIVE
11927648;FULL;ACTIVE
11927662;;ACTIVE
11927686;;ACTIVE
11927792;;ACTIVE
11927846;FULL;ACTIVE
11928171;FULL;ACTIVE
11928331;;ACTIVE
11928652;FULL;ACTIVE
11928706;;ACTIVE
11928737;;ACTIVE
11928805;;ACTIVE
11929000;;ACTIVE
11929055;FULL;ACTIVE
11929086;;ACTIVE
11929178;;ACTIVE
11929680;FULL;ACTIVE
11930068;;ACTIVE
11930143;;ACTIVE
11930310;;ACTIVE
11930334;;ACTIVE
11930501;;ACTIVE
11930822;;ACTIVE
11930853;FULL;ACTIVE
11930891;;ACTIVE
11931089;;ACTIVE
11931294;FULL;ACTIVE
11931317;FULL;ACTIVE
11931447;;ACTIVE
11931492;;ACTIVE
11931744;FULL;ACTIVE
11931805;;ACTIVE
11931812;FULL;ACTIVE
11932048;FULL;ACTIVE
11932086;NOTIDENTIFIED;ACTIVE
11932246;FULL;ACTIVE
11932567;;ACTIVE
11932949;FULL;ACTIVE
11933007;LIMITED;ACTIVE
11933021;;ACTIVE
11933045;FULL;ACTIVE
11933076;FULL;ACTIVE
11933106;;ACTIVE
11933427;;ACTIVE
11933953;FULL;ACTIVE
11933984;FULL;ACTIVE
11934516;;ACTIVE
11934615;FULL;ACTIVE
11934714;FULL;ACTIVE
11934752;FULL;ACTIVE
11935070;FULL;ACTIVE
11935155;;ACTIVE
11935186;;ACTIVE
11935254;FULL;ACTIVE
11935674;;ACTIVE
11935940;;ACTIVE
11936237;FULL;ACTIVE
11936244;;ACTIVE
11936312;FULL;ACTIVE
11936466;;ACTIVE
11936541;;ACTIVE
11936688;FULL;ACTIVE
11936947;;ACTIVE
11937258;;ACTIVE
11938897;FULL;ACTIVE
11938958;FULL;ACTIVE
11939535;FULL;ACTIVE
11940104;;ACTIVE
11940135;FULL;ACTIVE
11940159;;ACTIVE
11940456;;ACTIVE
11940555;;ACTIVE
11940593;;ACTIVE
11940678;FULL;ACTIVE
11940975;;ACTIVE
11941163;FULL;ACTIVE
11941187;;ACTIVE
11941408;FULL;ACTIVE
11941538;NOTIDENTIFIED;ACTIVE
11941583;;ACTIVE
11941651;FULL;ACTIVE
11941675;FULL;ACTIVE
11941682;;ACTIVE
11941972;;ACTIVE
11942269;;ACTIVE
11942429;FULL;ACTIVE
11942528;;ACTIVE
11942795;;ACTIVE
11942931;;ACTIVE
11943204;FULL;ACTIVE
11943624;;ACTIVE
11943914;;ACTIVE
11944416;FULL;ACTIVE
11944584;FULL;ACTIVE
11944676;FULL;ACTIVE
11944843;;ACTIVE
11945017;;ACTIVE
11945253;FULL;ACTIVE
11945451;FULL;ACTIVE
11945635;FULL;ACTIVE
11945680;;ACTIVE
11945703;FULL;ACTIVE
11945819;FULL;ACTIVE
11945871;FULL;ACTIVE
11945925;FULL;ACTIVE
11946328;FULL;ACTIVE
11946403;FULL;ACTIVE
11946571;NOTIDENTIFIED;ACTIVE
11946700;;ACTIVE
11946809;FULL;ACTIVE
11946823;FULL;ACTIVE
11947004;FULL;ACTIVE
11947172;;ACTIVE
11947370;;ACTIVE
11947523;NOTIDENTIFIED;ACTIVE
11947660;FULL;ACTIVE
11947943;;ACTIVE
11948018;FULL;ACTIVE
11948261;;ACTIVE
11948636;FULL;ACTIVE
11949015;;ACTIVE
11949299;FULL;ACTIVE
11949312;FULL;ACTIVE
11949374;FULL;ACTIVE
11949435;;ACTIVE
11949442;;ACTIVE
11949732;;ACTIVE
11949947;;ACTIVE
11949978;;ACTIVE
11950011;FULL;ACTIVE
11950028;FULL;ACTIVE
11950288;;ACTIVE
11950578;;ACTIVE
11950646;FULL;ACTIVE
11950684;FULL;ACTIVE
11950899;FULL;ACTIVE
11951124;;ACTIVE
11951308;FULL;ACTIVE
11951438;;ACTIVE
11951476;;ACTIVE
11951520;FULL;ACTIVE
11951568;;ACTIVE
11951667;NOTIDENTIFIED;ACTIVE
11951674;FULL;ACTIVE
11951803;NOTIDENTIFIED;ACTIVE
11951865;FULL;ACTIVE
11951957;FULL;ACTIVE
11952176;;ACTIVE
11952183;;ACTIVE
11952855;FULL;ACTIVE
11954019;NOTIDENTIFIED;ACTIVE
11954446;;ACTIVE
11954644;;ACTIVE
11954941;FULL;ACTIVE
11955054;FULL;ACTIVE
11955146;;ACTIVE
11955207;NOTIDENTIFIED;ACTIVE
11955276;NOTIDENTIFIED;ACTIVE
11955344;;ACTIVE
11955573;;ACTIVE
11955597;;ACTIVE
11955702;FULL;ACTIVE
11955788;;ACTIVE
11955887;;ACTIVE
11955900;FULL;ACTIVE
11955948;FULL;ACTIVE
11956181;;ACTIVE
11956426;;ACTIVE
11956952;;ACTIVE
11957096;FULL;REMOVED
11957256;NOTIDENTIFIED;ACTIVE
11957294;FULL;ACTIVE
11957386;NOTIDENTIFIED;ACTIVE
11957645;NOTIDENTIFIED;ACTIVE
11957911;FULL;ACTIVE
11958048;;ACTIVE
11958109;;ACTIVE
11958130;;ACTIVE
11958352;;ACTIVE
11958598;FULL;ACTIVE
11958741;;ACTIVE
11958758;;ACTIVE
11958963;FULL;ACTIVE
11959403;;ACTIVE
11959632;FULL;ACTIVE
11959687;;ACTIVE
11959724;;ACTIVE
11959885;;ACTIVE
11959908;FULL;ACTIVE
11960089;FULL;ACTIVE
11960140;;ACTIVE
11960386;FULL;ACTIVE
11960430;FULL;ACTIVE
11960614;;ACTIVE
11960812;;ACTIVE
11960829;;ACTIVE
11961116;FULL;ACTIVE
11961215;FULL;ACTIVE
11961222;;ACTIVE
11961277;;ACTIVE
11961314;;ACTIVE
11961338;FULL;ACTIVE
11961369;;ACTIVE
11961413;;ACTIVE
11961550;;ACTIVE
11961840;FULL;ACTIVE
11962021;;ACTIVE
11962120;FULL;ACTIVE
11962144;;ACTIVE
11962380;;ACTIVE
11962427;;ACTIVE
11962496;;ACTIVE
11962632;;ACTIVE
11962793;;ACTIVE
11963073;NOTIDENTIFIED;ACTIVE
11963097;NOTIDENTIFIED;ACTIVE
11963318;;ACTIVE
11963479;NOTIDENTIFIED;ACTIVE
11963752;FULL;ACTIVE
11963899;;ACTIVE
11963950;;ACTIVE
11964025;FULL;ACTIVE
11964186;;ACTIVE
11964223;;ACTIVE
11964506;;ACTIVE
11964605;LIMITED;ACTIVE
11964629;FULL;ACTIVE
11964773;FULL;ACTIVE
11964834;FULL;ACTIVE
11964957;;ACTIVE
11964964;;ACTIVE
11964995;NOTIDENTIFIED;ACTIVE
11965053;FULL;ACTIVE
11965145;FULL;ACTIVE
11965329;;ACTIVE
11965480;;ACTIVE
11965657;FULL;ACTIVE
11966135;;ACTIVE
11966142;;ACTIVE
11966159;;ACTIVE
11966326;FULL;ACTIVE
11966494;FULL;ACTIVE
11966746;;ACTIVE
11967088;FULL;ACTIVE
11967194;;ACTIVE
11967255;FULL;ACTIVE
11967347;FULL;ACTIVE
11967569;FULL;ACTIVE
11967736;;ACTIVE
11967767;NOTIDENTIFIED;ACTIVE
11968092;;ACTIVE
11968115;;ACTIVE
11968689;FULL;ACTIVE
11969143;;ACTIVE
11969211;LIMITED;ACTIVE
11969242;;ACTIVE
11969334;FULL;ACTIVE
11969761;;ACTIVE
11969778;FULL;ACTIVE
11969839;FULL;ACTIVE
11970040;NOTIDENTIFIED;ACTIVE
11970187;FULL;ACTIVE
11970194;;ACTIVE
11970279;;ACTIVE
11970439;;ACTIVE
11970538;;ACTIVE
11970729;FULL;ACTIVE
11970873;NOTIDENTIFIED;ACTIVE
11971405;FULL;ACTIVE
11971474;;ACTIVE
11971610;NOTIDENTIFIED;ACTIVE
11971818;;ACTIVE
11972181;NOTIDENTIFIED;ACTIVE
11972242;;ACTIVE
11972396;;ACTIVE
11972457;LIMITED;ACTIVE
11972709;FULL;ACTIVE
11972853;;ACTIVE
11972938;NOTIDENTIFIED;ACTIVE
11972969;;ACTIVE
11973225;FULL;ACTIVE
11973430;;ACTIVE
11973485;FULL;ACTIVE
11973522;;ACTIVE
11974031;FULL;ACTIVE
11974444;NOTIDENTIFIED;ACTIVE
11974451;FULL;ACTIVE
11974543;;ACTIVE
11974659;;ACTIVE
11974802;;ACTIVE
11974888;;ACTIVE
11974949;;ACTIVE
11975083;FULL;ACTIVE
11975175;FULL;ACTIVE
11975397;FULL;ACTIVE
11975403;FULL;ACTIVE
11975410;;ACTIVE
11975458;FULL;ACTIVE
11975472;;ACTIVE
11976127;FULL;ACTIVE
11976141;;ACTIVE
11976226;;ACTIVE
11976271;FULL;ACTIVE
11976400;FULL;ACTIVE
11976592;;ACTIVE
11976615;;ACTIVE
11976639;FULL;ACTIVE
11976707;;ACTIVE
11976875;;ACTIVE
11977315;FULL;ACTIVE
11977520;;ACTIVE
11977575;FULL;ACTIVE
11977629;;ACTIVE
11977704;FULL;ACTIVE
11977766;;ACTIVE
11977803;;ACTIVE
11977841;FULL;ACTIVE
11977933;FULL;ACTIVE
11978084;;ACTIVE
11978145;;ACTIVE
11978220;FULL;ACTIVE
11978268;;ACTIVE
11978336;;ACTIVE
11978350;FULL;ACTIVE
11978398;;ACTIVE
11978435;NOTIDENTIFIED;ACTIVE
11978510;LIMITED;ACTIVE
11978589;FULL;ACTIVE
11978725;FULL;ACTIVE
11978749;FULL;ACTIVE
11978916;;ACTIVE
11978947;;ACTIVE
11979074;FULL;ACTIVE
11979142;;ACTIVE
11979296;FULL;ACTIVE
11979340;;ACTIVE
11979562;FULL;ACTIVE
11979630;FULL;ACTIVE
11979814;;ACTIVE
11980247;;ACTIVE
11980315;;ACTIVE
11980360;;ACTIVE
11980568;;ACTIVE
11980667;;ACTIVE
11980759;FULL;ACTIVE
11980841;;ACTIVE
11980919;;ACTIVE
11981138;;ACTIVE
11981176;;ACTIVE
11981206;FULL;ACTIVE
11981312;;ACTIVE
11981596;FULL;ACTIVE
11981602;;ACTIVE
11981688;LIMITED;ACTIVE
11981800;FULL;ACTIVE
11982067;FULL;ACTIVE
11982227;;ACTIVE
11982395;FULL;ACTIVE
11982562;NOTIDENTIFIED;ACTIVE
11982838;;ACTIVE
11982937;;ACTIVE
11983040;FULL;ACTIVE
11983057;;ACTIVE
11983194;;ACTIVE
11983255;FULL;ACTIVE
11983361;;ACTIVE
11983613;FULL;ACTIVE
11983651;;ACTIVE
11983859;FULL;ACTIVE
11984269;;ACTIVE
11984467;FULL;ACTIVE
11984566;;ACTIVE
11984634;;ACTIVE
11984924;LIMITED;ACTIVE
11984986;;ACTIVE
11985051;FULL;ACTIVE
11985082;FULL;ACTIVE
11985341;;ACTIVE
11985389;FULL;ACTIVE
11985440;FULL;ACTIVE
11985679;FULL;ACTIVE
11985808;FULL;ACTIVE
11986072;FULL;ACTIVE
11986188;;ACTIVE
11986256;;ACTIVE
11986522;FULL;ACTIVE
11986607;FULL;ACTIVE
11986799;;ACTIVE
11986812;;ACTIVE
11986959;FULL;ACTIVE
11987161;FULL;ACTIVE
11987215;;ACTIVE
11987475;;ACTIVE
11987529;FULL;ACTIVE
11987765;;ACTIVE
11987789;FULL;ACTIVE
11988090;;ACTIVE
11988137;FULL;ACTIVE
11988182;;ACTIVE
11988267;;ACTIVE
11988342;FULL;ACTIVE
11988403;FULL;ACTIVE
11988557;;ACTIVE
11988588;FULL;ACTIVE
11988830;;ACTIVE
11988953;FULL;ACTIVE
11989035;NOTIDENTIFIED;ACTIVE
11989165;NOTIDENTIFIED;ACTIVE
11989349;;ACTIVE
11989370;FULL;ACTIVE
11989400;;ACTIVE
11989417;;ACTIVE
11989516;;ACTIVE
11989523;;ACTIVE
11989592;;ACTIVE
11989813;;ACTIVE
11990147;;ACTIVE
11990406;;ACTIVE
11990543;FULL;ACTIVE
11990833;;ACTIVE
11990987;FULL;ACTIVE
11991199;FULL;ACTIVE
11991250;FULL;ACTIVE
11991335;FULL;ACTIVE
11991410;;ACTIVE
11991427;FULL;ACTIVE
11991489;;ACTIVE
11991496;;ACTIVE
11991502;;ACTIVE
11991588;;ACTIVE
11991830;;ACTIVE
11991939;;ACTIVE
11992097;FULL;ACTIVE
11992943;FULL;REMOVED
11992974;;ACTIVE
11993131;;ACTIVE
11993278;FULL;ACTIVE
11993346;;ACTIVE
11993834;FULL;ACTIVE
11993872;FULL;ACTIVE
11993889;FULL;ACTIVE
11993919;;ACTIVE
11994336;FULL;ACTIVE
11994381;FULL;ACTIVE
11994466;;ACTIVE
11994527;;ACTIVE
11994565;FULL;ACTIVE
11994633;FULL;ACTIVE
11994657;FULL;ACTIVE
11994701;;ACTIVE
11995180;FULL;ACTIVE
11995357;FULL;ACTIVE
11995456;;ACTIVE
11995555;;ACTIVE
11995661;;ACTIVE
11995692;;ACTIVE
11995784;;ACTIVE
11996385;;ACTIVE
11996521;FULL;ACTIVE
11996682;FULL;ACTIVE
11996712;FULL;ACTIVE
11996729;FULL;ACTIVE
11996750;FULL;ACTIVE
11996996;;ACTIVE
11997092;FULL;ACTIVE
11997108;FULL;ACTIVE
11997146;;ACTIVE
11997238;FULL;ACTIVE
11997467;;ACTIVE
11997559;FULL;ACTIVE
11997849;;ACTIVE
11997962;;ACTIVE
11998082;FULL;ACTIVE
11998174;NOTIDENTIFIED;ACTIVE
11998204;FULL;ACTIVE
11998310;FULL;ACTIVE
11998785;;ACTIVE
11998877;;ACTIVE
11998914;;ACTIVE
11999010;;ACTIVE
11999034;;ACTIVE
11999126;;ACTIVE
11999256;FULL;ACTIVE
11999317;FULL;ACTIVE
11999324;FULL;ACTIVE
11999362;;ACTIVE
11999379;FULL;ACTIVE
11999461;FULL;ACTIVE
11999669;;ACTIVE
11999683;;ACTIVE
11999690;FULL;ACTIVE
11999720;LIMITED;ACTIVE
11999744;;ACTIVE
11999881;FULL;ACTIVE
11999911;FULL;ACTIVE
12000029;;ACTIVE
12000425;;ACTIVE
12000463;FULL;ACTIVE
12000524;FULL;ACTIVE
12000616;FULL;ACTIVE
12000791;;ACTIVE
12000814;;ACTIVE
12000937;FULL;ACTIVE
12001163;FULL;ACTIVE
12001255;;ACTIVE
12001439;FULL;ACTIVE
12001507;FULL;ACTIVE
12001545;FULL;ACTIVE
12001590;FULL;ACTIVE
12001651;;ACTIVE
12001736;;ACTIVE
12001804;FULL;ACTIVE
12002122;;ACTIVE
12002320;;ACTIVE
12002658;FULL;ACTIVE
12002788;FULL;ACTIVE
12003310;FULL;ACTIVE
12003525;FULL;ACTIVE
12003648;;ACTIVE
12003686;FULL;ACTIVE
12003785;NOTIDENTIFIED;ACTIVE
12003907;;ACTIVE
12004027;;ACTIVE
12004164;FULL;ACTIVE
12004232;;ACTIVE
12004294;;ACTIVE
12004928;FULL;ACTIVE
12004935;FULL;ACTIVE
12005130;;ACTIVE
12005147;LIMITED;ACTIVE
12005161;FULL;ACTIVE
12005260;;ACTIVE
12005284;;ACTIVE
12005413;;ACTIVE
12005512;;ACTIVE
12005819;FULL;ACTIVE
12005901;FULL;ACTIVE
12005918;;ACTIVE
12006106;;ACTIVE
12006182;FULL;ACTIVE
12006236;FULL;ACTIVE
12006342;FULL;ACTIVE
12006359;;ACTIVE
12006373;FULL;ACTIVE
12006427;;ACTIVE
12006441;FULL;ACTIVE
12006601;FULL;ACTIVE
12006670;;ACTIVE
12006717;FULL;ACTIVE
12006908;FULL;ACTIVE
12006953;;ACTIVE
12006977;FULL;ACTIVE
12007011;FULL;ACTIVE
12007356;;ACTIVE
12007417;FULL;ACTIVE
12007424;;ACTIVE
12007530;FULL;ACTIVE
12007646;FULL;ACTIVE
12007653;FULL;ACTIVE
12008186;FULL;ACTIVE
12008940;;ACTIVE
12009008;;ACTIVE
12009183;;ACTIVE
12009268;FULL;ACTIVE
12009275;FULL;ACTIVE
12009312;;ACTIVE
12009671;FULL;ACTIVE
12009831;FULL;ACTIVE
12009916;;ACTIVE
12009947;;ACTIVE
12009961;;ACTIVE
12010004;;ACTIVE
12010028;;ACTIVE
12010042;FULL;ACTIVE
12010059;FULL;REMOVED
12010066;;ACTIVE
12010103;FULL;ACTIVE
12010189;FULL;ACTIVE
12010202;FULL;ACTIVE
12010233;;ACTIVE
12010288;;ACTIVE
12010363;FULL;ACTIVE
12010400;;ACTIVE
12010448;FULL;ACTIVE
12010516;;ACTIVE
12010585;FULL;ACTIVE
12010639;;ACTIVE
12010783;;ACTIVE
12010820;;ACTIVE
12010967;FULL;ACTIVE
12011117;FULL;ACTIVE
12011131;FULL;ACTIVE
12011223;FULL;ACTIVE
12011247;;ACTIVE
12011353;FULL;ACTIVE
12011414;;ACTIVE
12011445;;ACTIVE
12011599;;ACTIVE
12011704;FULL;ACTIVE
12011735;;ACTIVE
12011865;FULL;ACTIVE
12011926;FULL;ACTIVE
12012053;;ACTIVE
12012169;;ACTIVE
12012251;FULL;ACTIVE
12012329;;ACTIVE
12012336;NOTIDENTIFIED;ACTIVE
12012374;NOTIDENTIFIED;ACTIVE
12012398;FULL;ACTIVE
12012695;NOTIDENTIFIED;ACTIVE
12012701;FULL;ACTIVE
12012848;;ACTIVE
12012909;FULL;ACTIVE
12012923;;ACTIVE
12012930;FULL;ACTIVE
12013050;FULL;ACTIVE
12013111;FULL;ACTIVE
12013173;FULL;ACTIVE
12013234;;ACTIVE
12013395;FULL;ACTIVE
12013524;FULL;ACTIVE
12013531;;ACTIVE
12013555;;ACTIVE
12013746;FULL;ACTIVE
12013760;;ACTIVE
12013821;;ACTIVE
12013890;;ACTIVE
12013944;;ACTIVE
12014163;;ACTIVE
12014262;;ACTIVE
12014330;;ACTIVE
12014491;;ACTIVE
12014699;;ACTIVE
12014767;;ACTIVE
12014798;;ACTIVE
12014941;;ACTIVE
12014958;FULL;ACTIVE
12015085;;ACTIVE
12015108;;ACTIVE
12015177;;ACTIVE
12015207;FULL;ACTIVE
12015399;NOTIDENTIFIED;ACTIVE
12015498;;ACTIVE
12015573;;ACTIVE
12015719;FULL;ACTIVE
12015726;;ACTIVE
12015740;FULL;ACTIVE
12015757;NOTIDENTIFIED;ACTIVE
12015979;FULL;ACTIVE
12016037;;ACTIVE
12016044;FULL;ACTIVE
12016198;FULL;ACTIVE
12016341;;ACTIVE
12016372;FULL;ACTIVE
12016419;FULL;ACTIVE
12016426;FULL;ACTIVE
12016471;FULL;ACTIVE
12016518;FULL;ACTIVE
12016617;;ACTIVE
12016716;;ACTIVE
12016785;;ACTIVE
12016846;FULL;ACTIVE
12016914;;ACTIVE
12016952;;ACTIVE
12016976;FULL;ACTIVE
12017003;FULL;ACTIVE
12017027;;ACTIVE
12017072;FULL;ACTIVE
12017102;;ACTIVE
12017171;FULL;ACTIVE
12017218;;ACTIVE
12017355;;ACTIVE
12017478;NOTIDENTIFIED;ACTIVE
12018024;FULL;ACTIVE
12018055;;ACTIVE
12018062;NOTIDENTIFIED;ACTIVE
12018208;NOTIDENTIFIED;ACTIVE
12018420;FULL;ACTIVE
12018451;FULL;ACTIVE
12018567;;ACTIVE
12018598;;ACTIVE
12018680;FULL;ACTIVE
12018703;;ACTIVE
12019045;;ACTIVE
12019151;FULL;ACTIVE
12019199;;ACTIVE
12019595;FULL;ACTIVE
12019687;NOTIDENTIFIED;ACTIVE
12019793;;ACTIVE
12019885;NOTIDENTIFIED;ACTIVE
12020102;FULL;ACTIVE
12020126;;ACTIVE
12020188;;ACTIVE
12020201;;ACTIVE
12020263;FULL;ACTIVE
12020423;;ACTIVE
12020515;FULL;ACTIVE
12020775;;ACTIVE
12020805;;ACTIVE
12020829;FULL;ACTIVE
12020898;;ACTIVE
12020959;FULL;ACTIVE
12021130;;ACTIVE
12021598;;ACTIVE
12021727;FULL;ACTIVE
12021741;;ACTIVE
12021789;FULL;ACTIVE
12021833;;ACTIVE
12021840;FULL;ACTIVE
12022175;FULL;ACTIVE
12022199;NOTIDENTIFIED;ACTIVE
12022281;NOTIDENTIFIED;ACTIVE
12022434;;ACTIVE
12022755;;ACTIVE
12022830;;ACTIVE
12023028;NOTIDENTIFIED;ACTIVE
12023110;FULL;ACTIVE
12023394;;ACTIVE
12023806;;ACTIVE
12023967;;ACTIVE
12024049;NOTIDENTIFIED;ACTIVE
12024148;;ACTIVE
12024193;;ACTIVE
12024315;FULL;ACTIVE
12024322;FULL;ACTIVE
12024452;NOTIDENTIFIED;ACTIVE
12024483;FULL;ACTIVE
12024629;;ACTIVE
12024643;FULL;ACTIVE
12024810;;ACTIVE
12024865;FULL;ACTIVE
12025008;FULL;ACTIVE
12025046;;ACTIVE
12025107;;ACTIVE
12025114;;ACTIVE
12025275;FULL;ACTIVE
12025367;;ACTIVE
12025428;NOTIDENTIFIED;ACTIVE
12025565;;ACTIVE
12025589;;ACTIVE
12025596;FULL;ACTIVE
12025671;FULL;ACTIVE
12025695;FULL;ACTIVE
12025787;;ACTIVE
12025794;;ACTIVE
12026142;;ACTIVE
12026371;;ACTIVE
12026395;FULL;ACTIVE
12026548;;ACTIVE
12026562;NOTIDENTIFIED;ACTIVE
12026708;FULL;ACTIVE
12026784;FULL;ACTIVE
12026821;FULL;ACTIVE
12027019;NOTIDENTIFIED;ACTIVE
12027026;FULL;ACTIVE
12027033;LIMITED;ACTIVE
12027118;;ACTIVE
12027224;FULL;ACTIVE
12027354;FULL;ACTIVE
12027378;FULL;ACTIVE
12027392;;ACTIVE
12027521;FULL;ACTIVE
12027538;;ACTIVE
12027569;NOTIDENTIFIED;ACTIVE
12027613;LIMITED;ACTIVE
12027620;FULL;ACTIVE
12027941;FULL;ACTIVE
12027972;FULL;ACTIVE
12028047;;ACTIVE
12028184;;ACTIVE
12028269;;ACTIVE
12028382;;ACTIVE
12028450;LIMITED;ACTIVE
12028672;FULL;ACTIVE
12028801;;ACTIVE
12029105;FULL;ACTIVE
12029310;NOTIDENTIFIED;ACTIVE
12029334;NOTIDENTIFIED;ACTIVE
12029341;;ACTIVE
12029488;NOTIDENTIFIED;ACTIVE
12029518;;ACTIVE
12029587;FULL;ACTIVE
12029631;;ACTIVE
12029709;LIMITED;ACTIVE
12029754;FULL;ACTIVE
12029778;FULL;ACTIVE
12029853;FULL;ACTIVE
12029938;;ACTIVE
12030026;;ACTIVE
12030095;FULL;ACTIVE
12030156;;ACTIVE
12030224;FULL;ACTIVE
12030248;;ACTIVE
12030309;FULL;ACTIVE
12030354;;ACTIVE
12030545;NOTIDENTIFIED;ACTIVE
12030705;;ACTIVE
12030743;;ACTIVE
12030811;;ACTIVE
12030842;NOTIDENTIFIED;ACTIVE
12030859;;ACTIVE
12030934;;ACTIVE
12031177;FULL;ACTIVE
12031191;NOTIDENTIFIED;ACTIVE
12031238;;ACTIVE
12031283;FULL;ACTIVE
12031344;FULL;ACTIVE
12031368;FULL;ACTIVE
12031382;;ACTIVE
12031450;NOTIDENTIFIED;ACTIVE
12031467;;ACTIVE
12031474;;ACTIVE
12031481;FULL;ACTIVE
12031528;;ACTIVE
12031535;FULL;ACTIVE
12031542;;ACTIVE
12031566;;ACTIVE
12031597;;ACTIVE
12031603;;ACTIVE
12031658;NOTIDENTIFIED;ACTIVE
12031788;;ACTIVE
12031818;NOTIDENTIFIED;ACTIVE
12031900;FULL;ACTIVE
12031924;FULL;ACTIVE
12032105;FULL;ACTIVE
12032136;FULL;ACTIVE
12032150;FULL;ACTIVE
12032167;FULL;ACTIVE
12032174;;ACTIVE
12032204;;ACTIVE
12032334;;ACTIVE
12032426;FULL;ACTIVE
12032525;;ACTIVE
12032556;;ACTIVE
12032587;;ACTIVE
12032648;;ACTIVE
12032662;;ACTIVE
12032686;NOTIDENTIFIED;ACTIVE
12032693;FULL;ACTIVE
12032877;;ACTIVE
12033089;FULL;ACTIVE
12033201;LIMITED;ACTIVE
12033232;;ACTIVE
12033324;FULL;ACTIVE
12033362;;ACTIVE
12033478;FULL;ACTIVE
12033607;;ACTIVE
12033720;;ACTIVE
12033751;;ACTIVE
12033768;;ACTIVE
12033829;;ACTIVE
12033850;FULL;ACTIVE
12033911;;ACTIVE
12033942;;ACTIVE
12034123;;ACTIVE
12034161;;ACTIVE
12034208;FULL;ACTIVE
12034253;;ACTIVE
12034307;FULL;ACTIVE
12034321;FULL;ACTIVE
12034383;;ACTIVE
12034574;FULL;ACTIVE
12034604;FULL;ACTIVE
12034642;NOTIDENTIFIED;ACTIVE
12034673;;ACTIVE
12035090;FULL;ACTIVE
12035137;FULL;ACTIVE
12035250;;ACTIVE
12035281;;ACTIVE
12035410;;ACTIVE
12035427;FULL;ACTIVE
12035649;;ACTIVE
12035670;;ACTIVE
12035830;;ACTIVE
12036028;;ACTIVE
12036158;NOTIDENTIFIED;ACTIVE
12036356;;ACTIVE
12036523;FULL;ACTIVE
12036530;;ACTIVE
12036547;LIMITED;ACTIVE
12036561;FULL;ACTIVE
12036592;;ACTIVE
12036608;;ACTIVE
12036776;FULL;ACTIVE
12036950;;ACTIVE
12036981;;ACTIVE
12037018;FULL;ACTIVE
12037025;FULL;ACTIVE
12037124;FULL;ACTIVE
12037247;;ACTIVE
12037377;;ACTIVE
12037414;;ACTIVE
12037421;;ACTIVE
12037452;FULL;ACTIVE
